,Unnamed: 0,Unnamed: 0.2,Company,TypeName,Ram,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand
33,33,33,Dell,Ultrabook,16,Windows,1.2,99580.32,1,0,276.053530085501,Intel Core i7,0,512,Intel
34,34,34,Apple,Ultrabook,8,Mac,1.35,53173.44,0,0,127.67794013309688,Intel Core i5,0,0,Intel
35,35,35,Lenovo,Notebook,4,Windows,1.44,13266.72,0,0,111.93520355955212,Intel Processor,0,0,Intel
36,36,36,Acer,Notebook,4,Other,2.1,19553.76,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
37,37,37,Dell,Notebook,8,Windows,2.8,52161.12,0,1,127.33567457123112,Intel Core i5,1000,128,AMD
38,38,38,HP,Notebook,4,Windows,1.86,26037.4032,0,0,100.45466986113652,Intel Core i5,1000,0,Intel
39,39,39,HP,Notebook,8,Windows,2.1,46833.12,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
40,40,40,Asus,Notebook,4,Other,2.0,20725.92,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
41,41,41,Dell,Gaming,16,Windows,2.65,79866.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
42,42,42,Asus,Notebook,8,Other,2.3,27864.9072,0,0,100.45466986113652,Intel Core i5,1000,0,Nvidia
43,43,43,Acer,Notebook,4,Windows,2.2,36336.96,0,1,141.21199808219862,Intel Core i5,0,256,Intel
44,44,44,Dell,2 in 1 Convertible,12,Windows,2.77,53226.72,1,0,127.33567457123112,Intel Core i5,1000,0,Nvidia
45,45,45,Apple,Ultrabook,8,Mac,1.37,75604.32,0,1,226.98300468106115,Intel Core i5,0,256,Intel
46,46,46,Lenovo,Notebook,4,Other,2.2,19660.32,0,0,100.45466986113652,Intel Core i3,0,128,Intel
47,47,47,Asus,Gaming,8,Windows,3.2,69210.72,0,0,127.33567457123112,AMD Processor,1000,256,AMD
48,48,48,Dell,Notebook,4,Windows,2.3,34045.92,0,0,141.21199808219862,Intel Core i5,0,256,AMD
49,49,49,Asus,Notebook,4,Windows,2.8,24828.48,0,0,90.58340172449304,Intel Processor,1000,0,Nvidia
50,50,50,Lenovo,2 in 1 Convertible,4,Other,0.69,16996.32,1,1,224.1738090785728,Intel Processor,0,0,Intel
51,51,51,Acer,Notebook,8,Windows,2.2,44808.48,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
52,52,52,HP,Notebook,4,Windows,1.86,21231.5472,0,0,141.21199808219862,AMD Processor,0,256,AMD
53,53,53,HP,Notebook,8,Windows,1.49,58767.84,0,0,165.6321180513006,Intel Core i7,0,512,Intel
54,54,54,Acer,Notebook,4,Windows,2.4,20459.52,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
55,55,55,Dell,Notebook,8,Windows,2.13,40908.384,0,0,141.21199808219862,Intel Core i7,0,256,AMD
56,56,56,HP,Notebook,4,Windows,1.91,23389.92,0,0,141.21199808219862,Intel Core i3,0,128,Intel
57,57,57,Asus,Notebook,4,Windows,2.0,31232.2032,0,0,100.45466986113652,Intel Core i5,0,256,Intel
58,58,58,MSI,Gaming,16,Windows,2.43,130482.72,0,0,127.33567457123112,Intel Core i7,2000,256,Nvidia
59,59,59,Asus,Notebook,4,Other,2.0,22111.2,0,0,141.21199808219862,Intel Core i3,0,256,Intel
60,60,60,Dell,Notebook,16,Windows,2.8,69210.72,0,0,127.33567457123112,Intel Core i7,2000,256,AMD
61,61,61,Dell,Ultrabook,8,Windows,1.7,46833.12,0,0,157.3505121487356,Intel Core i5,0,256,Intel
62,62,62,Lenovo,Notebook,8,Other,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,0,256,Intel
63,63,63,Asus,Notebook,8,Windows,1.4,50136.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel
64,64,64,HP,Notebook,8,Windows,1.86,36763.2,0,0,141.21199808219862,Intel Core i5,0,256,Intel
65,65,65,Asus,Ultrabook,16,Windows,1.8,105654.24,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
66,66,66,HP,Notebook,4,Windows,1.86,23373.4032,0,0,100.45466986113652,Intel Core i3,500,0,AMD
67,67,67,HP,Notebook,4,Windows,1.44,12201.12,0,0,111.93520355955212,Intel Processor,0,32,Intel
68,68,68,Lenovo,Notebook,4,Windows,1.9,29250.72,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
69,69,69,Asus,Gaming,12,Other,3.0,50562.72,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia
70,70,70,Microsoft,Ultrabook,4,Windows,1.252,58021.92,1,0,200.84255993695703,Intel Core i5,0,128,Intel
71,71,71,Dell,Ultrabook,8,Windows,1.4,50882.4,0,1,165.6321180513006,Intel Core i7,0,256,AMD
72,72,72,Dell,Notebook,8,Windows,2.2,46353.6,0,0,141.21199808219862,Intel Core i7,0,256,AMD
73,73,73,MSI,Gaming,8,Windows,2.7,58341.6,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia
74,74,74,Acer,Notebook,8,Windows,2.1,20725.92,0,0,111.93520355955212,Intel Core i3,1000,0,Intel
75,75,75,Asus,Gaming,8,Windows,2.2,50562.72,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
76,76,76,Lenovo,Notebook,8,Other,2.2,27652.32,0,0,141.21199808219862,Intel Core i5,2000,0,Intel
77,77,77,Dell,Notebook,8,Windows,2.02,45554.4,0,0,141.21199808219862,Intel Core i7,1000,128,Intel
78,78,78,Acer,Notebook,4,Windows,2.2,28238.4,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
79,79,79,HP,Notebook,8,Windows,2.5,52054.56,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia
80,80,80,Dell,Ultrabook,8,Windows,1.88,58403.4048,0,1,141.21199808219862,Intel Core i5,0,256,Intel
81,81,81,Apple,Ultrabook,8,Mac,0.92,80452.8,0,1,226.4155471693585,Intel Core i5,0,512,Intel
82,82,82,HP,Notebook,8,Windows,1.63,45820.8,0,0,157.3505121487356,Intel Core i5,0,256,Intel
83,83,83,Lenovo,Notebook,4,Windows,2.2,21258.72,0,0,141.21199808219862,AMD Processor,0,128,AMD
84,84,84,Acer,Notebook,4,Windows,2.1,21045.6,0,0,100.45466986113652,AMD Processor,1000,0,AMD
85,85,85,Dell,Gaming,16,Windows,2.65,71874.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
86,86,86,HP,Ultrabook,8,Windows,1.83,37242.72,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
87,87,87,HP,Notebook,8,Windows,1.96,31914.1872,0,0,141.21199808219862,Intel Core i5,0,256,Intel
88,88,88,Asus,Gaming,16,Windows,2.2,77202.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
89,89,89,Dell,Ultrabook,8,Windows,1.21,87858.72,0,1,165.6321180513006,Intel Core i7,0,256,Intel
90,90,90,Asus,Gaming,8,Windows,2.45,37242.72,0,0,141.21199808219862,AMD Processor,1000,0,AMD
91,91,91,Acer,Notebook,8,Windows,2.2,36709.92,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
92,92,92,HP,Notebook,16,Windows,1.49,63776.16,0,0,165.6321180513006,Intel Core i7,0,512,Intel
93,93,93,Dell,Gaming,8,Windows,2.65,63669.6,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
94,94,94,Asus,Ultrabook,8,Windows,1.25,55890.72,0,0,157.3505121487356,Intel Core i7,0,256,Intel
95,95,95,Acer,2 in 1 Convertible,8,Windows,1.5,45128.16,1,1,165.6321180513006,Intel Core i5,0,256,Intel
96,96,96,Dell,Notebook,8,Other,2.2,31962.672,0,0,141.21199808219862,Intel Core i7,1000,0,AMD
97,97,97,Dell,Notebook,4,Other,2.2,25840.8,0,0,141.21199808219862,Intel Core i3,0,256,AMD
98,98,98,Asus,Notebook,6,Windows,2.0,30742.56,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia
99,99,99,HP,Gaming,12,Windows,2.62,66546.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
100,100,100,HP,Notebook,8,Windows,1.91,38308.32,0,0,141.21199808219862,Intel Core i7,0,256,AMD
101,101,101,HP,Notebook,4,Windows,2.1,18594.72,0,0,141.21199808219862,AMD Processor,500,0,AMD
102,102,102,Dell,Notebook,8,Other,2.2,34472.16,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
103,103,103,HP,Ultrabook,8,Windows,1.38,59620.32,0,1,165.6321180513006,Intel Core i7,0,256,Nvidia
104,104,104,Microsoft,Ultrabook,8,Windows,1.252,71395.2,1,0,200.84255993695703,Intel Core i5,0,256,Intel
105,105,105,HP,Notebook,6,Windows,1.58,35111.52,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia
106,106,106,Lenovo,Notebook,4,Windows,1.85,22105.872,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
107,107,107,Asus,Ultrabook,8,Windows,1.3,63563.04,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia
108,108,108,MSI,Gaming,16,Windows,2.2,69210.72,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
109,109,109,Lenovo,Notebook,8,Windows,1.58,78854.4,0,1,157.3505121487356,Intel Core i7,0,256,Intel
110,110,110,Asus,Ultrabook,16,Windows,1.5,67239.36,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
111,111,111,Dell,Ultrabook,8,Windows,1.23,73473.12,1,0,276.053530085501,Intel Core i7,0,256,Intel
112,112,112,Lenovo,2 in 1 Convertible,8,Windows,1.37,74538.72,1,1,165.6321180513006,Intel Core i5,0,256,Intel
113,113,113,HP,Notebook,4,Windows,1.63,38468.16,0,1,111.93520355955212,Intel Core i5,500,0,Intel
114,114,114,Dell,Ultrabook,8,Windows,1.21,86793.12,0,1,165.6321180513006,Intel Core i5,0,256,Intel
115,115,115,HP,2 in 1 Convertible,8,Windows,1.26,74538.1872,1,1,165.6321180513006,Intel Core i5,0,256,Intel
116,116,116,HP,Notebook,8,Windows,1.63,57755.52,0,0,157.3505121487356,Intel Core i7,0,512,Intel
117,117,117,Dell,Notebook,8,Windows,2.16,60223.9824,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
118,118,118,Asus,Notebook,4,Windows,2.0,30049.92,0,0,127.33567457123112,Intel Core i3,1000,0,Nvidia
119,119,119,Asus,Notebook,8,Windows,1.7,59567.04,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
120,120,120,Acer,Notebook,6,Windows,2.1,25521.12,1,1,141.21199808219862,Intel Core i3,1000,0,Intel
121,121,121,MSI,Gaming,16,Windows,1.8,119427.12,0,0,141.21199808219862,Intel Core i7,2000,256,Nvidia
122,122,122,Lenovo,Notebook,8,Other,2.2,33513.12,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
123,123,123,HP,Notebook,16,Windows,2.5,67718.88,0,0,127.33567457123112,Intel Core i7,0,512,Nvidia
124,124,124,Acer,Notebook,4,Windows,2.1,24029.28,0,0,100.45466986113652,AMD Processor,0,256,AMD
125,125,125,HP,Notebook,4,Other,1.86,13799.52,0,0,100.45466986113652,Intel Processor,500,0,Intel
126,126,126,HP,Notebook,8,Windows,1.63,43263.36,0,0,157.3505121487356,Intel Core i5,1000,0,Intel
127,127,127,Asus,Notebook,4,Windows,1.65,14811.3072,0,0,111.93520355955212,AMD Processor,0,64,AMD
128,128,128,Dell,Notebook,16,Windows,2.8,74378.88,0,0,127.33567457123112,Intel Core i7,2000,256,AMD
129,129,129,HP,Notebook,8,Windows,2.5,49443.84,0,0,127.33567457123112,Intel Core i5,0,256,Intel
130,130,130,Dell,Notebook,8,Windows,2.36,34045.3872,0,0,100.45466986113652,Intel Core i5,1000,0,AMD
131,131,131,Dell,Notebook,4,Windows,2.2,23922.72,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
132,132,132,Acer,Ultrabook,8,Windows,1.6,47099.52,0,1,157.3505121487356,Intel Core i7,0,256,Intel
133,133,133,Acer,Notebook,4,Windows,2.2,30476.16,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia
134,134,134,HP,Notebook,8,Windows,2.05,31861.44,0,0,100.45466986113652,Intel Core i7,1000,0,Intel
135,135,135,HP,Notebook,8,Windows,1.63,52640.64,0,0,157.3505121487356,Intel Core i7,0,256,Intel
136,136,136,Lenovo,Notebook,4,Other,1.9,13445.7408,0,0,100.45466986113652,Intel Processor,1000,0,Intel
137,137,137,Asus,Gaming,8,Windows,3.0,49976.64,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia
138,138,138,Lenovo,Notebook,4,Other,2.2,26586.72,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia
139,139,139,HP,Notebook,4,Windows,1.32,37242.72,0,1,165.6321180513006,Intel Core i5,0,256,Intel
140,140,140,Acer,Notebook,4,Windows,3.0,34898.4,0,1,127.33567457123112,Intel Core i3,1000,0,Nvidia
141,141,141,Lenovo,Notebook,8,Windows,1.75,59461.5456,0,1,157.3505121487356,Intel Core i5,0,256,AMD
142,142,142,Lenovo,Gaming,8,Other,2.4,46300.32,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
143,143,143,Toshiba,Notebook,4,Windows,2.1,32074.56,0,0,100.45466986113652,Intel Core i5,500,0,Intel
144,144,144,HP,Notebook,4,Windows,1.86,19660.32,0,0,100.45466986113652,AMD Processor,0,256,AMD
145,145,145,Asus,Ultrabook,8,Windows,1.25,58554.72,0,0,157.3505121487356,Intel Core i7,0,256,Intel
146,146,146,HP,Ultrabook,8,Windows,0.97,107305.92,1,1,352.4651472131677,Intel Processor,0,512,Intel
147,147,147,Asus,Notebook,4,Windows,2.0,18328.32,0,0,141.21199808219862,Intel Processor,1000,0,Intel
148,148,148,MSI,Gaming,16,Windows,2.9,108105.12,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
149,149,149,Acer,Notebook,4,Windows,2.1,23816.16,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
150,150,150,Dell,Gaming,16,Windows,2.56,66560.5728,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
151,151,151,Dell,Gaming,8,Windows,2.62,47898.72,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
152,152,152,Lenovo,Notebook,4,Windows,1.9,26533.44,0,0,100.45466986113652,Intel Core i5,0,128,Intel
153,153,153,MSI,Gaming,16,Windows,2.8,100699.2,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
154,154,154,HP,Ultrabook,4,Windows,1.48,57648.96,0,0,157.3505121487356,Intel Core i5,0,256,Intel
155,155,155,HP,Notebook,6,Windows,1.91,32980.32,0,0,141.21199808219862,Intel Core i5,0,256,AMD
156,156,156,Lenovo,2 in 1 Convertible,4,Windows,1.74,33513.12,1,1,157.3505121487356,Intel Core i3,0,256,Intel
157,157,157,Asus,2 in 1 Convertible,8,Windows,1.1,70063.2,1,0,165.6321180513006,Intel Core i5,0,256,Intel
158,158,158,Dell,2 in 1 Convertible,8,Windows,1.56,55890.72,1,0,141.21199808219862,Intel Core i7,0,256,Intel
159,159,159,Toshiba,Notebook,4,Windows,2.1,23816.16,0,0,100.45466986113652,Intel Core i3,500,0,Intel
160,160,160,Asus,Notebook,4,Windows,2.03,21471.84,0,0,100.45466986113652,AMD Processor,1000,0,AMD
161,161,161,Acer,Notebook,4,Windows,3.0,42890.4,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia
162,162,162,Dell,Notebook,8,Windows,2.13,38787.84,0,0,141.21199808219862,Intel Core i5,0,256,AMD
163,163,163,Lenovo,Gaming,16,Windows,2.5,57489.12,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
164,164,164,Acer,Notebook,4,Windows,2.1,18541.44,0,0,100.45466986113652,Intel Processor,1000,0,Intel
165,165,165,MSI,Gaming,16,Windows,2.4,95850.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
166,166,166,Acer,Notebook,4,Windows,2.1,19367.8128,0,0,100.45466986113652,Intel Processor,1000,0,Intel
167,167,167,Dell,Gaming,8,Windows,2.56,56502.9072,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
168,168,168,Acer,Notebook,8,Windows,3.0,45501.12,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia
169,169,169,HP,Notebook,4,Windows,1.49,40173.12,0,1,165.6321180513006,Intel Core i5,500,0,Intel
170,170,170,Huawei,Ultrabook,8,Windows,1.05,71874.72,0,1,199.69207064108247,Intel Core i5,0,256,Intel
171,171,171,HP,Notebook,6,Windows,2.71,37242.72,0,1,127.33567457123112,Intel Core i5,2000,0,AMD
172,172,172,Lenovo,Notebook,4,Other,2.2,16463.52,0,0,100.45466986113652,AMD Processor,500,0,AMD
173,173,173,Toshiba,Notebook,4,Windows,2.0,26053.92,0,0,100.45466986113652,Intel Core i3,500,0,Intel
174,174,174,HP,Notebook,8,Windows,2.5,49177.44,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia
175,175,175,Dell,Notebook,8,Windows,2.3,24455.52,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
176,176,176,Acer,Notebook,4,Windows,2.1,23922.72,0,0,100.45466986113652,Intel Core i3,0,128,Intel
177,177,177,MSI,Gaming,32,Windows,4.4,149130.72,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia
178,178,178,Lenovo,Notebook,8,Windows,1.9,43316.64,0,0,141.21199808219862,Intel Core i5,1000,128,AMD
179,179,179,HP,2 in 1 Convertible,8,Windows,1.29,79866.72,1,1,331.2642361026012,Intel Core i5,0,256,Intel
180,180,180,Dell,Notebook,16,Other,2.02,55890.72,0,0,141.21199808219862,Intel Core i7,2000,256,AMD
181,181,181,Dell,Ultrabook,8,Windows,1.23,74538.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel
182,182,182,Lenovo,2 in 1 Convertible,16,Windows,1.4,98514.72,1,1,316.96506044349616,Intel Core i7,0,512,Intel
183,183,183,Toshiba,Notebook,8,Windows,2.0,42251.04,0,0,100.45466986113652,Intel Core i5,0,128,Intel
184,184,184,Xiaomi,Notebook,8,Other,1.95,63882.72,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
185,185,185,Dell,Notebook,16,Windows,2.77,82530.72,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia
186,186,186,Dell,Notebook,16,Windows,2.06,127712.16,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia
187,187,187,Lenovo,Gaming,8,Other,2.4,41505.12,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
188,188,188,Acer,Ultrabook,8,Windows,1.12,52693.92,0,1,165.6321180513006,Intel Core i5,0,256,Intel
189,189,189,Dell,Notebook,8,Windows,2.8,57808.8,0,0,127.33567457123112,Intel Core i7,1000,128,AMD
190,190,190,Lenovo,2 in 1 Convertible,16,Windows,1.42,150462.72,1,0,209.8006828649808,Intel Core i7,0,1000,Intel
191,191,191,Vero,Notebook,4,Windows,1.3,13852.8,0,1,157.3505121487356,Intel Processor,0,0,Intel
192,192,192,Xiaomi,Ultrabook,8,Other,1.3,53274.672,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia
193,193,193,Lenovo,Notebook,8,Other,2.8,37189.44,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia
194,194,194,Dell,2 in 1 Convertible,8,Windows,1.62,44701.92,1,1,165.6321180513006,Intel Core i7,1000,0,Intel
195,195,195,HP,Notebook,8,Windows,2.5,48697.92,0,1,127.33567457123112,Intel Core i5,1000,0,Nvidia
196,196,196,Razer,Gaming,32,Windows,3.49,324954.72,1,0,254.67134914246225,Intel Core i7,0,1000,Nvidia
197,197,197,HP,Notebook,8,Windows,1.49,51095.52,0,0,165.6321180513006,Intel Core i5,0,512,Intel
198,198,198,HP,Gaming,16,Windows,3.35,73473.12,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia
199,199,199,HP,Notebook,8,Windows,2.5,55677.6,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia
200,200,200,Dell,Gaming,16,Windows,2.65,98301.6,0,1,282.42399616439724,Intel Core i7,1000,512,Nvidia
201,201,201,Lenovo,Notebook,4,Windows,2.1,26267.04,0,0,100.45466986113652,Intel Core i5,0,128,Intel
202,202,202,Acer,Notebook,8,Windows,2.23,39533.76,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
203,203,203,Lenovo,Gaming,16,Windows,3.2,93186.72,0,1,141.21199808219862,Intel Core i7,1000,512,Nvidia
204,204,204,Dell,Workstation,16,Windows,2.8,162770.4,0,0,282.42399616439724,Intel Processor,1000,256,Nvidia
205,205,205,Lenovo,Gaming,16,Other,2.4,74485.44,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
206,206,206,Dell,Notebook,6,Windows,2.3,23389.92,1,0,100.45466986113652,Intel Core i3,1000,0,Intel
207,207,207,Dell,Ultrabook,8,Windows,1.21,103842.72,1,1,331.2642361026012,Intel Core i7,0,256,Intel
208,208,208,Dell,Ultrabook,8,Windows,1.2,77202.72,0,0,165.6321180513006,Intel Core i7,0,256,Intel
209,209,209,Lenovo,Notebook,8,Windows,2.2,31808.16,0,0,100.45466986113652,Intel Core i5,0,256,Intel
210,210,210,Acer,Notebook,8,Other,2.4,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
211,211,211,Asus,Gaming,16,Windows,2.9,74964.96,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
212,212,212,HP,Notebook,4,Other,2.1,18594.72,0,0,141.21199808219862,Intel Core i3,500,0,Intel
213,213,213,Lenovo,Notebook,8,Other,2.2,29250.72,0,0,141.21199808219862,Intel Core i5,0,256,Intel
214,214,214,Huawei,Ultrabook,8,Windows,1.05,79866.72,0,1,199.69207064108247,Intel Core i7,0,512,Intel
215,215,215,Dell,Ultrabook,8,Windows,1.4,49650.5664,0,1,165.6321180513006,Intel Core i7,0,256,AMD
216,216,216,Lenovo,Notebook,8,Other,2.8,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
217,217,217,HP,Notebook,8,Windows,1.63,54931.68,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia
218,218,218,Dell,Ultrabook,8,Windows,1.6,61218.72,0,0,157.3505121487356,Intel Core i5,0,256,Intel
219,219,219,Dell,2 in 1 Convertible,16,Windows,1.62,68145.12,1,0,165.6321180513006,Intel Core i7,0,512,Intel
220,220,220,Dell,Notebook,8,Other,2.2,36089.208,0,0,141.21199808219862,Intel Core i5,0,256,AMD
221,221,221,Lenovo,2 in 1 Convertible,8,Windows,1.74,47898.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel
222,222,222,Toshiba,Ultrabook,8,Windows,1.2,72620.64,0,0,165.6321180513006,Intel Core i7,0,256,Intel
223,223,223,HP,Notebook,8,Windows,2.1,42304.32,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
224,224,224,Dell,Gaming,16,Windows,4.42,130873.7952,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia
225,225,225,Acer,Notebook,8,Windows,2.2,44328.96,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
226,226,226,Dell,Notebook,16,Windows,2.3,45768.0528,1,0,141.21199808219862,Intel Core i7,1000,0,AMD
227,227,227,Asus,Notebook,8,Windows,2.0,40972.32,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
228,228,228,Asus,Notebook,8,Windows,2.69,47472.48,0,0,127.33567457123112,Intel Core i5,500,256,Nvidia
229,229,229,HP,Notebook,8,Windows,1.9,67612.32,0,0,141.21199808219862,Intel Core i7,1000,0,AMD
230,230,230,Asus,Notebook,4,Windows,2.37,21258.1872,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
